Carimbo de data/hora,Avaliador,Equipe avaliada,Aliança,Partida:,Robô operacional,Mobilidade (autônomo),"Peças de jogo (autônomo): 
Pontuou na ROW inferior","Peças de jogo (autônomo): 
Pontuou na ROW do meio","Peças de jogo (autônomo): 
Pontuou na ROW do topo",Robô contato com a charge station (autonômo):,"Peças de jogo (teleoperado): 
Pontuou na ROW inferior","Peças de jogo (teleoperado): 
Pontuou na ROW do meio","Peças de jogo (teleoperado): 
Pontuou na ROW do topo",Robô contato com a charge station (teleoperado):,"Link (teleoperado):
3 NODES adjacentes com peças de jogo pontuando","Park (teleoperado):
Todos os bumpers do robô dentro da sua comunidade sem estar DOCKED","Coopertion bonus (qualificatória):
Ao menos 3 PEÇAS DE JOGO foram pontuadas em cada CO-OP GRID da aliança","Activation bonus (qualificatória):
Ao menos 26 pontos foram ganhos com a CHARGE STATION durante o período autonômo e/ou endgame",Resultado final (qualificatória):,Pontuação de penalidade da aliança oposta:
18/03/2023 10:27:00,8,9045 | North Lions SESI/SENAI,Vermelho,Qualificatória,Sim,Não,1,0,0,Não fez contato,2,0,0,Não fez contato,2,Não,Sim,Sim,Equipe ganhou,10
18/03/2023 10:27:02,1,9045 | North Lions SESI/SENAI,Vermelho,Qualificatória,Não,Sim,1,0,0,Não fez contato,2,0,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),2,Não,Sim,Sim,Equipe ganhou,10
18/03/2023 10:34:29,2,7567 | SESI SENAI OCTOPUS,Vermelho,Qualificatória,Sim,Não,0,0,1,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),0,1,4,Não fez contato,2,Não,Sim,Sim,Equipe ganhou,5
18/03/2023 10:34:59,8,6404 | Brazilian Storm,Vermelho,Qualificatória,Sim,Sim,0,0,0,Não fez contato,0,1,1,Não fez contato,2,Não,Sim,Não,Equipe ganhou,5
18/03/2023 10:47:31,4,9087 | steamachines,Azul,Qualificatória,Sim,Sim,1,0,0,Não fez contato,0,0,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),1,Não,Sim,Não,Equipe ganhou,29
18/03/2023 10:54:33,9,9048 | SESI/SENAI P0t1BOT (Potibot),Azul,Qualificatória,Sim,Sim,0,1,0,Não fez contato,1,0,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),1,Não,Não,,Equipe ganhou,0
18/03/2023 10:55:12,5,9047 | SESI SENAI SC TechMaker Robotics,Azul,Qualificatória,Sim,Não,0,0,1,DOCKED e NÃO ENGAGED (robô em contato com a charge station),0,0,2,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),1,Não,Não,Não,Equipe ganhou,0
18/03/2023 11:03:06,9,9200 | SESI SENAI STARDUST,Azul,Qualificatória,Sim,Não,0,0,1,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),0,0,2,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),2,Não,Sim,Sim,Equipe ganhou,5
18/03/2023 11:03:49,4,9261 | Under Pressure,Azul,Qualificatória,Sim,Sim,1,0,0,Não fez contato,2,2,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),2,Não,Sim,Sim,Equipe ganhou,20
18/03/2023 11:11:24,9,8882 | Infinity BR,Azul,Qualificatória,Temporariamente,Não,0,0,0,Não fez contato,1,0,0,Não fez contato,0,Sim,Sim,Não,Equipe perdeu,0
18/03/2023 11:11:37,4,9045 | North Lions SESI/SENAI,Azul,Qualificatória,Sim,Sim,1,0,0,Não fez contato,1,2,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),1,Não,Sim,Não,Equipe perdeu,0
18/03/2023 11:23:18,9,9219 | Nine Tails,Azul,Qualificatória,Temporariamente,Sim,1,0,0,Não fez contato,0,0,1,Não fez contato,0,Não,Não,Não,Equipe ganhou,2
18/03/2023 11:23:25,4,9165 | Starbots FRC,Azul,Qualificatória,Sim,Não,0,0,0,Não fez contato,0,0,2,Não fez contato,1,Sim,Sim,Não,Equipe ganhou,0
18/03/2023 11:30:48,4,9168 | AGROBOT,Azul,Qualificatória,Sim,Não,0,0,0,DOCKED e NÃO ENGAGED (robô em contato com a charge station),0,0,2,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),1,Não,Sim,Sim,Equipe perdeu,10
